?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZP_0103215>	"The presence of a reduced number of midbrain neural tube."	
<http://purl.obolibrary.org/obo/ZP_0144923>	"Abnormal(ly) increased distribution (of) eye of nucleate erythrocyte."	
<http://purl.obolibrary.org/obo/ZP_0004256>	"A decreased occurrence of skeletal muscle acetylcholine-gated channel clustering."	
<http://purl.obolibrary.org/obo/GO_0061045>		
<http://purl.obolibrary.org/obo/ZP_0129410>		
<http://purl.obolibrary.org/obo/CHEBI_72534>	"A sphingomyelin in which the total number of carbons in the sphingoid base and fatty acyl groups is 42 with 2 double bonds."	
<http://purl.obolibrary.org/obo/ZFA_0005148>		
<http://purl.obolibrary.org/obo/ZP_0141277>	"A decrease in the level of 11-oxotestosterone in male organism."	
<http://purl.obolibrary.org/obo/ZP_0021997>	"Small, underdeveloped atrioventricular valve."	
<http://purl.obolibrary.org/obo/ZP_0109337>	"Abnormality of scapular foramen."	
<http://purl.obolibrary.org/obo/ZP_0016116>	"Abnormal(ly) morphology (of) hypural."	
<http://purl.obolibrary.org/obo/ZP_0141133>	"An abnormality of the autophagy in spinal cord."	
<http://purl.obolibrary.org/obo/ZP_0002043>	"Any structural anomaly in the shape of the semicircular canal."	
<http://purl.obolibrary.org/obo/ZP_0005573>	"Abnormal(ly) process quality (of) cell migration involved in sprouting angiogenesis."	
<http://purl.obolibrary.org/obo/ZP_0144726>	"Abnormal(ly) increased occurrence (of) inferior olive of calcium ion transport into cytosol."	
<http://purl.obolibrary.org/obo/CHEBI_131927>	"A class of carbonyl compound encompassing dicarboxylic acids and any derivatives obtained by substitution of either one or both of the carboxy hydrogens."	
<http://purl.obolibrary.org/obo/ZP_0103349>	"Abnormal(ly) disrupted (of) spinal cord of mitotic sister chromatid segregation."	
<http://purl.obolibrary.org/obo/ZP_0106365>	"Abnormal(ly) arrested (of) aortic arch 6 of blood circulation."	
<http://purl.obolibrary.org/obo/ZP_0128478>		
<http://purl.obolibrary.org/obo/MPATH_0>		
<http://purl.obolibrary.org/obo/ZP_0003884>	"Abnormal(ly) disorganized (of) branchiostegal ray."	
<http://purl.obolibrary.org/obo/ZP_0106357>	"A decreased occurrence of vasculogenesis in aortic arch 5."	
<http://purl.obolibrary.org/obo/ZP_0008284>	"Absence of the neuron in the brain."	
<http://purl.obolibrary.org/obo/ZP_0101460>	"Abnormal(ly) spatial pattern (of) neural plate of anterior margin."	
<http://purl.obolibrary.org/obo/ZP_0153550>	"Abnormal(ly) normal distribution (of) cerebellum of glutamatergic neuron."	
<http://purl.obolibrary.org/obo/ZP_0129413>		
<http://purl.obolibrary.org/obo/GO_0005044>		
<http://purl.obolibrary.org/obo/GO_2000074>		
<http://purl.obolibrary.org/obo/ZP_0006946>	"longer, increased length of, symplectic"	
<http://purl.obolibrary.org/obo/ZP_0140662>	"Abnormal(ly) increased process quality (of) phototaxis."	
<http://purl.obolibrary.org/obo/ZP_0144248>	"Abnormal(ly) normal rate (of) whole organism of swimming."	
<http://purl.obolibrary.org/obo/ZP_0004726>	"Abnormal(ly) structure (of) skeletal muscle cell of myofibril."	
<http://purl.obolibrary.org/obo/ZP_0022531>	"Increased pancreas regeneration in insulating cell."	
<http://purl.obolibrary.org/obo/ZP_0151993>	"Abnormal(ly) distributed (of) epidermis of melanoma."	
<http://purl.obolibrary.org/obo/ZP_0021620>	"Abnormal(ly) increased occurrence (of) liver of inflammatory response."	
<http://purl.obolibrary.org/obo/ZP_0013793>	"Abnormal(ly) normal amount (of) oligodendrocyte."	
<http://purl.obolibrary.org/obo/ZP_0128479>		
<http://purl.obolibrary.org/obo/ZP_0143634>	"Abnormal(ly) alignment (of) rib (rib)."	
<http://purl.obolibrary.org/obo/ZP_0147521>	"Decreased qualitatively generation of neurons in dorsal telencephalon."	
<http://purl.obolibrary.org/obo/ZP_0107913>	"Abnormal(ly) quality (of) thalamus."	
<http://purl.obolibrary.org/obo/ZP_0101509>		
<http://purl.obolibrary.org/obo/ZP_0001792>	"Abnormal(ly) disorganized (of) liver."	
<http://purl.obolibrary.org/obo/ZP_0015198>	"Congenital absence of the blood vasculature."	
<http://purl.obolibrary.org/obo/ZP_0001325>	"Delayed epiboly."	
<http://purl.obolibrary.org/obo/ZP_0140729>	"Abnormal(ly) arrested (of) stress response to copper ion."	
<http://purl.obolibrary.org/obo/ZP_0100568>	"Increased fin regeneration in caudal fin actinotrichium."	
<http://purl.obolibrary.org/obo/ZP_0109635>	"Abnormality of roofing cartilage."	
<http://purl.obolibrary.org/obo/ZP_0141079>	"The presence of an increased number of palatoquadrate arch."	
<http://purl.obolibrary.org/obo/ZP_0100723>	"Abnormal(ly) decreased amount (of) pretectum."	
<http://purl.obolibrary.org/obo/ZP_0006692>	"The presence of an increased number of VeLD."	
<http://purl.obolibrary.org/obo/ZP_0129412>		
<http://purl.obolibrary.org/obo/PATO_0045018>	"A female fertility which is relatively normal or average."	
<http://purl.obolibrary.org/obo/ZP_0009666>	"Abnormal(ly) morphology (of) hypothalamus."	
<http://purl.obolibrary.org/obo/ZP_0103553>	"A deviation from the normal size of the caudal fin."	
<http://purl.obolibrary.org/obo/CHEBI_15966>	"An optically active form of glutamic acid having <small>D</small>-configuration."	
<http://purl.obolibrary.org/obo/ZP_0149261>	"Abnormal(ly) decreased process quality (of) vascular endothelium of regeneration."	
<http://purl.obolibrary.org/obo/ZP_0152475>	"Abnormal(ly) ratio (of) nucleate erythrocyte (blood plasma)."	
<http://purl.obolibrary.org/obo/ZP_0021797>	"Abnormal(ly) increased amount (of) commissure of the tract of the commissure of the caudal tuberculum of axon."	
<http://purl.obolibrary.org/obo/GO_0043673>		
<http://purl.obolibrary.org/obo/ZP_0102001>	"Abnormal(ly) posterior orientation (of) ceratohyal cartilage."	
<http://purl.obolibrary.org/obo/ZP_0137795>	"Abnormal(ly) structurally discontinuous (of) myotome."	
<http://purl.obolibrary.org/obo/ZP_0102943>	"Abnormal(ly) increased distribution (of) pectoral fin."	
<http://purl.obolibrary.org/obo/ZP_0131271>	"Abnormal(ly) morphology (of) notochord of motor neuron."	
<http://purl.obolibrary.org/obo/ZP_0105873>	"Abnormal(ly) decreased amount (of) pharyngeal arch 5 of angioblastic mesenchymal cell."	
<http://purl.obolibrary.org/obo/ZP_0146877>	"Abnormal(ly) increased accumulation (of) neutrophil (integument)."	
<http://purl.obolibrary.org/obo/ZP_0013595>	"Abnormal(ly) morphology (of) central canal of cilium."	
<http://purl.obolibrary.org/obo/ZP_0022468>		
<http://purl.obolibrary.org/obo/ZP_0137437>	"Abnormal(ly) protruding into (of) retinal neural layer (brain)."	
<http://purl.obolibrary.org/obo/CHEBI_32608>	"The <small>D</small>-enantiomer of isoleucinate."	
<http://purl.obolibrary.org/obo/ZP_0002657>	"Abnormal(ly) decreased process quality (of) heart jogging."	
<http://purl.obolibrary.org/obo/ZP_0100263>	"Abnormal(ly) increased occurrence (of) diencephalon of apoptotic process."	
<http://purl.obolibrary.org/obo/ZP_0014229>	"Abnormal(ly) edematous (of) epicardium."	
<http://purl.obolibrary.org/obo/ZP_0107739>	"Abnormal(ly) quality (of) optic cup."	
<http://purl.obolibrary.org/obo/ZP_0005551>	"An increased occurrence of cell proliferation involved in kidney development."	
<http://purl.obolibrary.org/obo/ZP_0144474>	"Decreased qualitatively angiogenesis in caudal vein plexus."	
<http://purl.obolibrary.org/obo/ZP_0003256>	"Abnormal(ly) obtuse (of) somite."	
<http://purl.obolibrary.org/obo/ZP_0137891>	"Abnormal(ly) structure (of) Muller cell of glial cell projection."	
<http://purl.obolibrary.org/obo/ZP_0019944>	"Abnormal(ly) decreased distribution (of) cranial neural crest cell."	
<http://purl.obolibrary.org/obo/ZP_0005795>		
<http://purl.obolibrary.org/obo/ZP_0014046>	"Abnormal(ly) increased process quality (of) fin regeneration."	
<http://purl.obolibrary.org/obo/GO_0061024>		
<http://purl.obolibrary.org/obo/ZP_0109223>	"Abnormality of cupula."	
<http://purl.obolibrary.org/obo/ZP_0009707>	"Abnormal(ly) patchy (of) scale."	
<http://purl.obolibrary.org/obo/ZP_0014339>	"Abnormal(ly) dispersed (of) slow muscle cell of filamentous actin."	
<http://purl.obolibrary.org/obo/ZP_0004919>	"Abnormal(ly) decreased occurrence (of) angiogenesis."	
<http://purl.obolibrary.org/obo/ZP_0101795>	"Abnormal(ly) diameter (of) eye."	
<http://purl.obolibrary.org/obo/ZP_0145531>	"Any structural anomaly that causes cranial nerve X to be decreased branchiness shaped."	
<http://purl.obolibrary.org/obo/ZP_0153607>	"Abnormal(ly) increased area (of) forebrain."	
<http://purl.obolibrary.org/obo/ZP_0002999>	"Disorganization of lens."	
<http://purl.obolibrary.org/obo/ZP_0143464>	"Abnormal(ly) alternation (of) adult feeding behavior."	
<http://purl.obolibrary.org/obo/ZP_0146905>	"Abnormal(ly) decreased occurrence (of) whole organism of glycyl-tRNA aminoacylation."	
<http://purl.obolibrary.org/obo/ZP_0022469>		
<http://purl.obolibrary.org/obo/ZP_0137726>	"Abnormal(ly) increased amount (of) whole organism of sarcosine."	
<http://purl.obolibrary.org/obo/ZP_0139840>	"Abnormal(ly) increased occurrence (of) whole organism of nuclear fragmentation involved in apoptotic nuclear change."	
<http://purl.obolibrary.org/obo/ZP_0140173>	"Abnormal(ly) decreased distribution (of) presumptive paraxial mesoderm."	
<http://purl.obolibrary.org/obo/ZP_0007321>	"Any structural anomaly in the shape of the white matter."	
<http://purl.obolibrary.org/obo/ZP_0016959>	"The presence of an increased number of blood vessel endothelial cell in the parachordal vessel."	
<http://purl.obolibrary.org/obo/ZP_0013730>	"Abnormal(ly) occurrence (of) pharyngeal pouch of protein localization to plasma membrane."	
<http://purl.obolibrary.org/obo/ZP_0100489>	"Abnormal(ly) decreased amount (of) pectoral artery."	
<http://purl.obolibrary.org/obo/ZP_0010770>	"Any structural anomaly that causes inter-frontal joint to be branched shaped."	
<http://purl.obolibrary.org/obo/ZP_0003124>	"A partial or complete breakage of the nucleate erythrocyte."	
<http://purl.obolibrary.org/obo/ZP_0004747>	"Abnormal digestive tract development."	
<http://purl.obolibrary.org/obo/GO_0061025>		
<http://purl.obolibrary.org/obo/ZP_0012634>	"Abnormal(ly) process quality (of) sex determination."	
<http://purl.obolibrary.org/obo/ZP_0020722>	"Abnormal(ly) apoptotic (of) anterior lateral line of neuromast hair cell."	
<http://purl.obolibrary.org/obo/ZP_0017743>	"Decreased qualitatively chondrocyte hypertrophy."	
<http://purl.obolibrary.org/obo/ZP_0016461>	"Abnormal(ly) aggregated (of) retina of nuclear pore."	
<http://purl.obolibrary.org/obo/ZP_0018818>	"Abnormal(ly) absent (of) cranium of glial cell (sensu Vertebrata)."	
<http://purl.obolibrary.org/obo/ZP_0008847>	"Abnormal slow-twitch skeletal muscle fiber contraction."	
<http://purl.obolibrary.org/obo/ZP_0144098>	"Abnormal(ly) decreased amount (of) whole organism of GTP."	
<http://purl.obolibrary.org/obo/ZP_0108068>	"Abnormal(ly) quality (of) forebrain midbrain boundary neural plate."	
<http://purl.obolibrary.org/obo/ZP_0128458>		
<http://purl.obolibrary.org/obo/ZP_0147018>	"Abnormal(ly) color pattern (of) trunk of melanophore stripe."	
<http://purl.obolibrary.org/obo/ZP_0141886>	"Abnormal(ly) occurrence (of) heart of blood circulation."	
<http://purl.obolibrary.org/obo/ZP_0013635>	"Abnormal(ly) pigmented (of) melanocyte."	
<http://purl.obolibrary.org/obo/GO_0032897>		
<http://purl.obolibrary.org/obo/ZP_0101314>	"Abnormal(ly) has fewer parts of type (of) diencephalon (diencephalon of dopaminergic neuron)."	
<http://purl.obolibrary.org/obo/GO_2001025>		
<http://purl.obolibrary.org/obo/ZP_0155398>	"Abnormal(ly) whole (of) vertebra."	
<http://purl.obolibrary.org/obo/GO_0061026>		
<http://purl.obolibrary.org/obo/ZP_0139767>	"An increased occurrence of neutrophil migration in intestine."	
<http://purl.obolibrary.org/obo/ZP_0011205>	"Small, underdeveloped cerebellum."	
<http://purl.obolibrary.org/obo/ZP_0104171>	"Abnormal(ly) process quality (of) tooth replacement."	
<http://purl.obolibrary.org/obo/ZFA_0005151>		
<http://purl.obolibrary.org/obo/ZP_0016542>	"Abnormal(ly) decreased process quality (of) response to endoplasmic reticulum stress."	
<http://purl.obolibrary.org/obo/ZP_0151027>	"Abnormal(ly) increased occurrence (of) brain of glutathione biosynthetic process."	
<http://purl.obolibrary.org/obo/ZP_0107514>	"Abnormality of cranial vault."	
<http://purl.obolibrary.org/obo/ZP_0148815>	"Abnormal(ly) increased spatial extent of a process (of) pancreatic B cell of insulin secretion."	
<http://purl.obolibrary.org/obo/ZP_0019800>	"The presence of an increased number of posterior lateral plate mesoderm."	
<http://purl.obolibrary.org/obo/ZP_0017614>	"Increased qualitatively neurogenesis in hypothalamus."	
<http://purl.obolibrary.org/obo/ZP_0152874>	"Abnormal(ly) decreased process quality (of) whole organism of granuloma formation."	
<http://purl.obolibrary.org/obo/ZP_0101537>	"Abnormal(ly) amount (of) head of NAD."	
<http://purl.obolibrary.org/obo/ZP_0106811>	"Abnormal(ly) has normal numbers of parts of type (of) melanophore stripe (melanocyte)."	
<http://purl.obolibrary.org/obo/ZP_0000235>	"Small, underdeveloped mandibular arch skeleton."	
<http://purl.obolibrary.org/obo/ZP_0012968>	"Abnormal(ly) occurrence (of) somite specification."	
<http://purl.obolibrary.org/obo/ZP_0006509>	"Abnormal(ly) hemorrhagic (of) somite."	
<http://purl.obolibrary.org/obo/GO_0010803>		
<http://purl.obolibrary.org/obo/ZP_0144180>	"Abnormal(ly) mislocalised (of) bulbus arteriosus of extracellular matrix."	
<http://purl.obolibrary.org/obo/ZP_0017537>	"A deviation from the normal size of the cerebellum."	
<http://purl.obolibrary.org/obo/ZP_0130809>	"Abnormal(ly) mislocalised (of) intestinal bulb of right side."	
<http://purl.obolibrary.org/obo/ZP_0009947>	"Any structural anomaly that causes prechordal plate to be shape shaped."	
<http://purl.obolibrary.org/obo/ZP_0155531>	"Abnormal(ly) decreased amount (of) mandibular arch skeleton of tendon."	
<http://purl.obolibrary.org/obo/ZP_0006749>	"An abnormally decreased functionality of the brain vasculature."	
<http://purl.obolibrary.org/obo/ZP_0101200>	"Abnormal(ly) increased amount (of) dorsal longitudinal anastomotic vessel of anatomical region."	
<http://purl.obolibrary.org/obo/ZP_0150501>	"Abnormal(ly) composition (of) female organism of liver."	
<http://purl.obolibrary.org/obo/ZP_0007777>	"Abnormal(ly) disrupted (of) otolith formation."	
<http://purl.obolibrary.org/obo/ZP_0142467>	"Abnormal(ly) has fewer parts of type (of) heart (endocardium)."	
<http://purl.obolibrary.org/obo/ZP_0000973>	"An abnormally localised cranial nerve III."	
<http://purl.obolibrary.org/obo/ZP_0128459>		
<http://purl.obolibrary.org/obo/ZP_0005409>	"Abnormal(ly) decreased amount (of) primary motor neuron of axon."	
<http://purl.obolibrary.org/obo/ZP_0022046>	"An abnormality of the cell population proliferation in median fin fold."	
<http://purl.obolibrary.org/obo/ZP_0149376>	"Abnormal(ly) aggregated (of) caudal fin of melanosome."	
<http://purl.obolibrary.org/obo/GO_0036335>		
<http://purl.obolibrary.org/obo/ZP_0139833>	"An abnormal location of sternohyoid."	
<http://purl.obolibrary.org/obo/GO_2001024>		
<http://purl.obolibrary.org/obo/ZFA_0005150>		
<http://purl.obolibrary.org/obo/ZP_0110197>	"Abnormal(ly) quality (of) hepatic artery."	
<http://purl.obolibrary.org/obo/ZP_0014212>	"Abnormal(ly) area (of) myotome."	
<http://purl.obolibrary.org/obo/ZP_0014812>	"Abnormal(ly) process quality (of) retina of tissue regeneration."	
<http://purl.obolibrary.org/obo/ZP_0010330>	"Abnormal(ly) increased width (of) pronephros of ventral region."	
<http://purl.obolibrary.org/obo/ZP_0108880>	"Abnormality of odontoblast."	
<http://purl.obolibrary.org/obo/GO_0010804>		
<http://purl.obolibrary.org/obo/ZP_0148030>	"Abnormal(ly) decreased process quality (of) migratory trunk neural crest of neural crest cell migration."	
<http://purl.obolibrary.org/obo/ZFA_0000257>		
<http://purl.obolibrary.org/obo/ZP_0148820>	"An increased occurrence of positive regulation of cell cycle in pancreatic B cell."	
<http://purl.obolibrary.org/obo/CHEBI_64583>	"Any of a class of phospholipids in which the amino group of a sphingoid base is in amide linkage with one of several fatty acids, while the terminal hydroxy group of the sphingoid base is esterified to phosphorylcholine."	
<http://purl.obolibrary.org/obo/ZP_0150631>	"Abnormal(ly) increased occurrence (of) retina of extracellular matrix-cell signaling."	
<http://purl.obolibrary.org/obo/ZP_0137609>	"A morphological abnormality of the muscle cell in the trunk musculature."	
<http://purl.obolibrary.org/obo/ZP_0003523>	"Abnormal(ly) wholly posteriorized (of) hindbrain."	
<http://purl.obolibrary.org/obo/ZP_0016907>	"A decreased occurrence of visual behavior."	
<http://purl.obolibrary.org/obo/ZFA_0005153>		
<http://purl.obolibrary.org/obo/GO_0061028>		
<http://purl.obolibrary.org/obo/PATO_0045011>	"A contractility which is relatively normal or average."	
<http://purl.obolibrary.org/obo/ZP_0022045>	"An abnormality of the cell population proliferation in liver and biliary system."	
<http://purl.obolibrary.org/obo/ZP_0000973>	"Abnormal(ly) mislocalised (of) cranial nerve III."	
<http://purl.obolibrary.org/obo/ZP_0153219>	"Abnormal(ly) decreased ratio (of) neuron (forebrain)."	
<http://purl.obolibrary.org/obo/ZP_0130680>	"Abnormal(ly) decreased branchiness (of) blood vasculature."	
<http://purl.obolibrary.org/obo/ZP_0004888>	"Abnormal(ly) has extra parts of type (of) whole organism of anterior-posterior axis (primary motor neuron)."	
<http://purl.obolibrary.org/obo/ZP_0109506>	"Abnormality of presumptive ventral mesoderm."	
<http://purl.obolibrary.org/obo/ZFA_0000258>		
<http://purl.obolibrary.org/obo/ZP_0101300>	"An increased occurrence of circadian sleep/wake cycle, sleep."	
<http://purl.obolibrary.org/obo/ZP_0147151>	"Abnormal(ly) curved (of) pronephros of motile cilium."	
<http://purl.obolibrary.org/obo/ZP_0102881>	"Abnormal(ly) increased amount (of) blood plasma of lipid."	
<http://purl.obolibrary.org/obo/ZP_0143695>	"An abnormally necrotic dermis."	
<http://purl.obolibrary.org/obo/ZP_0154107>	"Abnormal(ly) decreased area (of) myotome of slow muscle cell."	
<http://purl.obolibrary.org/obo/ZP_0144307>	"Abnormal(ly) broken (of) cardiac muscle cell of sarcomere."	
<http://purl.obolibrary.org/obo/ZP_0108071>	"Abnormality of microvillous olfactory receptor neuron."	
<http://purl.obolibrary.org/obo/ZP_0101814>	"Abnormal accumulation of fluid in anterior segment eye."	
<http://purl.obolibrary.org/obo/ZP_0138489>	"quadrate-anguloarticular joint shows abnormally increased number of cells in a tissue (hyperplasia) typically resulting in increased size."	
<http://purl.obolibrary.org/obo/ZFA_0005152>		
<http://purl.obolibrary.org/obo/ZP_0012892>	"Abnormal endocardial cushion formation."	
<http://purl.obolibrary.org/obo/ZP_0103550>	"Abnormal(ly) increased occurrence (of) epiphysis of neuron projection development."	
<http://purl.obolibrary.org/obo/ZP_0150894>	"Abnormal(ly) decreased distribution (of) heart valve."	
<http://purl.obolibrary.org/obo/ZP_0101048>	"Abnormal(ly) increased process quality (of) aggressive behavior."	
<http://purl.obolibrary.org/obo/CHEBI_57973>	"The leukotriene anion that is the dianion of leukotriene C<small><sub>4</sub></small> arising from deprotonation of the three carboxy groups and protonation of the glutamyl α-amino group."	
<http://purl.obolibrary.org/obo/ZP_0009370>	"The presence of an increased number of glioblast (sensu Vertebrata)."	
<http://purl.obolibrary.org/obo/ZP_0020569>	"Abnormal(ly) distributed (of) skeletal muscle of acetylcholine-gated channel complex."	
<http://purl.obolibrary.org/obo/ZP_0153350>	"Abnormal(ly) decreased process quality (of) heart of cardiac chamber formation."	
<http://purl.obolibrary.org/obo/CHEBI_17859>	"An α,ω-dicarboxylic acid that is a linear five-carbon dicarboxylic acid."	
<http://purl.obolibrary.org/obo/ZP_0143319>	"Abnormal(ly) morphology (of) brain of mitochondrion."	
<http://purl.obolibrary.org/obo/ZP_0013009>	"Abnormal(ly) morphology (of) regenerating fin."	
<http://purl.obolibrary.org/obo/ZP_0109800>	"Abnormality of pharyngeal pouch 3."	
<http://purl.obolibrary.org/obo/CHEBI_528881>		
<http://purl.obolibrary.org/obo/ZP_0019904>	"Decreased qualitatively microglia development."	
<http://purl.obolibrary.org/obo/ZP_0016205>	"Partial or complete degeneration of tegmentum tissue that was once present."	
<http://purl.obolibrary.org/obo/ZP_0013491>	"Abnormal(ly) organized (of) cardiac muscle cell of sarcomere."	
<http://purl.obolibrary.org/obo/ZP_0008211>	"Abnormal(ly) increased size (of) atrium of extracellular matrix."	
<http://purl.obolibrary.org/obo/ZFA_0000259>		
<http://purl.obolibrary.org/obo/ZP_0154127>	"Abnormal(ly) has fewer parts of type (of) whole organism of dorsal side (iridophore)."	
<http://purl.obolibrary.org/obo/ZP_0105773>	"Abnormal(ly) increased amount (of) optic vesicle."	
<http://purl.obolibrary.org/obo/ZP_0022466>		
<http://purl.obolibrary.org/obo/ZP_0138217>	"Abnormal(ly) inserted into (of) Bergmann glial cell (granular layer corpus cerebelli)."	
<http://purl.obolibrary.org/obo/ZP_0002146>	"An increase in the size of the utricle."	
<http://purl.obolibrary.org/obo/ZP_0023032>	"Abnormal(ly) condensed (of) hair cell posterior macula of actin filament bundle of stereocilium."	
<http://purl.obolibrary.org/obo/ZP_0018344>	"Abnormal(ly) increased process quality (of) forebrain of cell death."	
<http://purl.obolibrary.org/obo/ZP_0105828>	"Abnormal(ly) increased occurrence (of) glucose-6-phosphate dehydrogenase activity."	
<http://purl.obolibrary.org/obo/ZP_0005376>	"Abnormal(ly) apical-basal polarity (of) Kupffer's vesicle of epithelial cell."	
<http://purl.obolibrary.org/obo/ZP_0001592>	"Abnormal(ly) rough (of) EVL of anatomical surface."	
<http://purl.obolibrary.org/obo/ZP_0019042>	"Abnormal(ly) poorly differentiated (of) eye photoreceptor cell of synapse."	
<http://purl.obolibrary.org/obo/ZP_0141871>	"Abnormal(ly) process quality (of) response to hydroperoxide."	
<http://purl.obolibrary.org/obo/ZP_0006708>	"An abnormal reduction in the size of the melanocyte in the dermis."	
<http://purl.obolibrary.org/obo/ZP_0020095>	"Abnormal(ly) multinucleate (of) early embryonic cell."	
<http://purl.obolibrary.org/obo/ZFA_0005155>		
<http://purl.obolibrary.org/obo/ZP_0101847>	"Abnormal(ly) increased duration (of) swimming."	
<http://purl.obolibrary.org/obo/ZP_0018026>	"Abnormal(ly) decreased amount (of) hypocretin-secreting neuron."	
<http://purl.obolibrary.org/obo/ZP_0103543>	"Abnormal(ly) lacks all parts of type (of) pineal complex (pinealocyte)."	
<http://purl.obolibrary.org/obo/ZP_0147376>	"Decreased qualitatively autophagy in brain."	
<http://purl.obolibrary.org/obo/ZP_0107162>	"Abnormal(ly) delayed (of) optic vesicle of neurogenesis."	
<http://purl.obolibrary.org/obo/ZP_0008344>	"Abnormal(ly) decreased process quality (of) collagen fibril organization."	
<http://purl.obolibrary.org/obo/ZP_0142496>	"Abnormal(ly) process quality (of) heart of cardiac muscle tissue regeneration."	
<http://purl.obolibrary.org/obo/ZP_0146770>	"Abnormal(ly) decreased thickness (of) female organism."	
<http://purl.obolibrary.org/obo/ZP_0001016>	"Abnormal(ly) disrupted (of) eye development."	
<http://purl.obolibrary.org/obo/ZP_0000282>	"Abnormal(ly) cellular quality (of) central nervous system."	
<http://purl.obolibrary.org/obo/ZP_0019664>	"Abnormal(ly) decreased distribution (of) pharynx of endoderm."	
<http://purl.obolibrary.org/obo/ZP_0022467>		
<http://purl.obolibrary.org/obo/ZP_0018603>	"Abnormal(ly) decreased occurrence (of) hindbrain of neuron differentiation."	
<http://purl.obolibrary.org/obo/ZP_0001942>	"A decreased occurrence of ectodermal placode development."	
<http://purl.obolibrary.org/obo/ZP_0140938>	"A decreased occurrence of sensory neuron axon guidance in glossopharyngeal ganglion."	
<http://purl.obolibrary.org/obo/ZP_0015793>	"Abnormal(ly) structure (of) premaxilla."	
<http://purl.obolibrary.org/obo/ZP_0110232>	"Abnormality of goblet cell."	
<http://purl.obolibrary.org/obo/ZP_0015105>	"Abnormal(ly) closure (of) blastema."	
<http://purl.obolibrary.org/obo/ZP_0016618>	"Abnormal(ly) erose (of) dorsal fin fold."	
<http://purl.obolibrary.org/obo/ZP_0003583>	"Abnormal(ly) increased accumulation (of) post-vent vasculature (blood)."	
<http://purl.obolibrary.org/obo/ZP_0108517>	"Abnormality of axial mesoderm."	
<http://purl.obolibrary.org/obo/ZFA_0005154>		
<http://purl.obolibrary.org/obo/ZP_0154933>	"Abnormal(ly) spatial distribution of a process (of) brain of calcium ion transmembrane transport."	
<http://purl.obolibrary.org/obo/ZP_0142418>	"Abnormal(ly) decreased amount (of) statoacoustic (VIII) ganglion of neuroblast (sensu Vertebrata)."	
<http://purl.obolibrary.org/obo/ZP_0101705>	"Abnormal(ly) decreased occurrence (of) immature gonad of female gonad development."	
<http://purl.obolibrary.org/obo/ZP_0017600>	"An increased occurrence of cell surface receptor signaling pathway via JAK-STAT in Muller cell."	
<http://purl.obolibrary.org/obo/ZP_0110120>	"Abnormality of fast muscle cell somite 13."	
<http://purl.obolibrary.org/obo/ZP_0013081>	"Abnormal(ly) morphology (of) somite of fast muscle cell."	
<http://purl.obolibrary.org/obo/ZP_0004149>	"Abnormal(ly) delayed (of) neural crest cell migration."	
<http://purl.obolibrary.org/obo/ZP_0145747>	"Abnormal(ly) mislocalised (of) lateral line primordium."	
<http://purl.obolibrary.org/obo/CHEBI_23354>	"A low-molecular-weight, non-protein organic compound participating in enzymatic reactions as dissociable acceptor or donor of chemical groups or electrons."	
<http://purl.obolibrary.org/obo/ZP_0141510>	"An increased occurrence of hepatocyte proliferation in male organism."	
<http://purl.obolibrary.org/obo/GO_0099642>		
<http://purl.obolibrary.org/obo/ZP_0010333>	"Abnormal(ly) fused with (of) somite 11 of dorso-medial margin (somite 11 of dorso-medial margin)."	
<http://purl.obolibrary.org/obo/ZP_0143781>	"An abnormality of the calcium ion homeostasis in liver."	
<http://purl.obolibrary.org/obo/ZP_0019684>	"Abnormal(ly) dilated (of) forebrain."	
<http://purl.obolibrary.org/obo/ZFA_0000253>		
<http://purl.obolibrary.org/obo/ZP_0017297>	"Abnormal(ly) absent (of) Kupffer's vesicle."	
<http://purl.obolibrary.org/obo/ZP_0150707>	"Abnormal(ly) increased occurrence (of) complement activation."	
<http://purl.obolibrary.org/obo/CHEBI_17217>	"A butenoic acid having the double bond at position C-2."	
<http://purl.obolibrary.org/obo/GO_1903850>		
<http://purl.obolibrary.org/obo/CHEBI_36344>	"Hadron is a subatomic particle which experiences the strong force."	
<http://purl.obolibrary.org/obo/ZP_0021586>	"Abnormal(ly) disrupted (of) liver of triglyceride homeostasis."	
<http://purl.obolibrary.org/obo/ZP_0140910>	"A decreased occurrence of cell population proliferation in eye photoreceptor cell."	
<http://purl.obolibrary.org/obo/ZP_0137561>	"Abnormal(ly) decreased amount (of) muscle of L-tyrosine."	
<http://purl.obolibrary.org/obo/ZP_0108367>	"Abnormality of mandibular lateral line."	
<http://purl.obolibrary.org/obo/ZP_0130826>	"Abnormal(ly) decreased occurrence (of) cortical actin cytoskeleton organization."	
<http://purl.obolibrary.org/obo/GO_0030492>		
<http://purl.obolibrary.org/obo/ZP_0102499>	"Abnormal(ly) decreased process quality (of) brain of regulation of cell cycle."	
<http://purl.obolibrary.org/obo/ZP_0003361>	"Abnormal(ly) circular (of) notochord of cell."	
<http://purl.obolibrary.org/obo/ZP_0013225>	"Abnormal(ly) has normal numbers of parts of type (of) whole organism (Rohon-Beard neuron)."	
<http://purl.obolibrary.org/obo/ZP_0105765>	"The presence of an increased number of macrophage in the regenerating tissue."	
